,carat,cut,color,clarity,depth,table,price,x,y,z,volume,ratio_xy
3985,0.9,Good,G,SI1,63.9,60.0,3512,6.1,6.07,3.89,144.03503,1.0049423393739703
20684,1.12,Very Good,G,IF,60.9,57.0,8962,6.68,6.79,4.1,185.96452,0.9837997054491899
23334,1.53,Very Good,F,VS1,63.2,58.0,11379,7.33,7.3,4.62,247.21158,1.0041095890410958
34190,0.33,Premium,F,VS2,61.2,58.0,854,4.5,4.45,2.74,54.86850000000001,1.0112359550561798
38910,0.33,Ideal,E,VVS1,60.9,56.0,1052,4.48,4.46,2.72,54.34777600000001,1.0044843049327354
1095,0.73,Good,E,VS2,63.2,56.0,2912,5.75,5.76,3.64,120.5568,0.998263888888889
22937,1.32,Premium,F,VS1,61.7,59.0,10977,6.95,6.99,4.3,208.89615,0.994277539341917
28328,0.33,Ideal,F,VS2,61.4,57.0,666,4.45,4.48,2.74,54.624640000000014,0.9933035714285714
15982,1.02,Premium,E,VS2,60.4,58.0,6397,6.51,6.47,3.92,165.10922399999998,1.0061823802163834
28765,0.31,Premium,E,VS2,60.8,58.0,680,4.35,4.37,2.65,50.375175,0.9954233409610983
31936,0.3,Premium,F,VS2,60.6,60.0,776,4.39,4.36,2.65,50.72206,1.006880733944954
26474,1.52,Ideal,F,VS1,62.2,55.0,16055,7.29,7.41,4.57,246.86637300000004,0.9838056680161943
51325,0.31,Very Good,G,VS2,62.6,57.0,544,4.3,4.32,2.7,50.15520000000001,0.9953703703703702
2846,0.73,Ideal,G,VS1,61.5,56.0,3270,5.8,5.77,3.56,119.13895999999998,1.0051993067590987
37601,0.23,Very Good,E,VVS2,62.1,62.0,485,3.91,3.95,2.44,37.684580000000004,0.9898734177215189
38742,0.35,Very Good,G,IF,62.2,58.0,1044,4.45,4.52,2.79,56.11805999999999,0.9845132743362833
25107,2.21,Premium,J,SI2,62.7,57.0,13642,8.33,8.25,5.2,357.35699999999997,1.0096969696969698
18221,0.9,Ideal,D,VS1,61.9,59.0,7393,6.14,6.17,3.81,144.337278,0.9951377633711507
20865,1.06,Premium,F,VVS2,61.8,58.0,9082,6.54,6.5,4.03,171.3153,1.0061538461538462
48452,0.55,Ideal,E,VS1,62.2,55.0,1975,5.22,5.26,3.26,89.51047199999998,0.9923954372623575
46160,0.5,Ideal,E,VS2,60.0,57.0,1746,5.15,5.12,3.08,81.21344,1.005859375
17,0.3,Ideal,I,SI2,62.0,54.0,348,4.31,4.34,2.68,50.130472,0.9930875576036866
28220,0.33,Premium,G,VS1,60.3,59.0,666,4.44,4.52,2.7,54.18576,0.9823008849557524
16534,1.01,Good,E,VS2,56.7,61.0,6606,6.71,6.66,3.79,169.369794,1.0075075075075075
18453,1.22,Ideal,H,VS2,60.4,57.0,7506,6.95,6.98,4.21,204.23131,0.995702005730659
45965,0.24,Ideal,F,VVS1,61.8,59.0,526,4.0,4.03,2.48,39.9776,0.9925558312655086
23537,1.51,Premium,H,VS2,62.3,59.0,11540,7.32,7.28,4.55,242.46768000000003,1.0054945054945055
21064,1.5,Premium,F,SI2,60.8,59.0,9240,7.3,7.36,4.46,239.62688,0.9918478260869564
12213,1.15,Premium,E,SI2,61.7,59.0,5193,6.7,6.66,4.12,183.84264000000002,1.006006006006006
31440,0.43,Very Good,E,SI2,59.0,60.0,765,4.9,4.96,2.91,70.72464000000001,0.9879032258064517
32024,0.31,Ideal,H,VVS2,61.3,56.0,778,4.37,4.4,2.69,51.72332,0.9931818181818182
14416,1.05,Premium,G,VS2,61.9,59.0,5821,6.56,6.52,4.05,173.22335999999996,1.0061349693251533
32784,0.31,Ideal,D,VS2,62.1,54.0,804,4.4,4.36,2.72,52.18048000000002,1.0091743119266054
4689,1.01,Very Good,E,SI2,63.3,58.0,3674,6.4,6.31,4.02,162.34367999999998,1.0142630744849446
4926,1.08,Very Good,E,SI2,63.5,56.0,3726,6.53,6.48,4.13,174.758472,1.007716049382716
39571,0.44,Ideal,D,VS2,60.4,56.0,1081,4.91,4.95,2.98,72.42741000000001,0.9919191919191919
5882,1.02,Very Good,I,SI1,60.4,58.0,3927,6.52,6.56,3.95,168.94624,0.9939024390243902
30613,0.3,Good,D,SI2,63.2,57.0,447,4.21,4.24,2.67,47.660568,0.9929245283018867
42334,0.45,Ideal,G,VVS1,61.5,57.0,1297,4.91,4.95,3.03,73.642635,0.9919191919191919
32461,0.36,Ideal,G,VVS2,61.8,54.0,794,4.59,4.61,2.84,60.094116,0.9956616052060736
16469,1.02,Premium,E,VS2,61.6,60.0,6580,6.51,6.42,3.98,166.340916,1.014018691588785
35131,0.45,Ideal,H,VS1,62.0,54.0,888,4.92,4.95,3.06,74.52324,0.9939393939393939
22841,1.74,Premium,H,SI2,59.9,59.0,10874,7.88,7.8,4.7,288.8808,1.0102564102564102
41216,0.4,Ideal,F,VVS1,61.5,56.0,1206,4.77,4.73,2.92,65.881332,1.0084566596194502
25018,1.61,Ideal,G,VS2,62.2,56.0,13553,7.52,7.47,4.66,261.772704,1.0066934404283803
4589,0.76,Very Good,G,VVS2,62.1,56.0,3655,5.81,5.85,3.63,123.37825499999998,0.9931623931623932
13684,1.01,Premium,D,SI1,60.7,58.0,5599,6.42,6.49,3.92,163.329936,0.9892141756548536
47383,0.54,Premium,G,VS1,61.1,59.0,1847,5.26,5.22,3.2,87.86304,1.0076628352490422
53449,0.73,Very Good,F,SI1,61.4,60.0,2675,5.74,5.76,3.53,116.71027199999997,0.9965277777777779
48316,0.25,Ideal,E,VS2,62.1,57.0,535,4.02,4.06,2.5,40.803,0.9901477832512315
8383,0.35,Premium,F,SI1,60.2,58.0,583,4.54,4.6,2.75,57.43099999999999,0.9869565217391305
24828,1.51,Premium,F,VS2,61.8,56.0,13221,7.39,7.28,4.53,243.710376,1.01510989010989
25371,0.28,Ideal,F,VVS2,61.4,57.0,642,4.2,4.24,2.59,46.12272000000001,0.9905660377358491
51568,0.7,Good,F,SI2,64.1,59.0,2390,5.53,5.58,3.56,109.852344,0.9910394265232976
38983,0.39,Ideal,F,VS2,60.0,57.0,1053,4.76,4.7,2.84,63.53648,1.0127659574468084
25565,1.62,Very Good,F,VS2,63.2,56.0,14400,7.54,7.43,4.73,264.985006,1.0148048452220728
45883,0.55,Ideal,F,SI1,61.7,56.0,1718,5.3,5.26,3.25,90.60349999999998,1.0076045627376427
47242,0.62,Premium,G,VS2,60.9,59.0,1841,5.52,5.48,3.35,101.33616,1.0072992700729926
39187,0.5,Premium,F,SI1,61.2,59.0,1063,5.13,5.1,3.13,81.89018999999999,1.0058823529411764
5700,1.12,Premium,H,SI2,61.4,59.0,3889,6.69,6.66,4.1,182.67714,1.0045045045045045
2944,1.0,Very Good,J,SI2,63.2,62.0,3293,6.32,6.27,3.98,157.71307199999998,1.0079744816586922
48716,0.77,Premium,J,SI1,61.8,59.0,2010,5.86,5.82,3.61,123.11977200000001,1.006872852233677
31240,0.38,Ideal,G,VS2,61.9,54.1,757,4.66,4.69,2.89,63.16210600000001,0.9936034115138592
48652,0.36,Premium,G,SI1,61.8,59.0,537,4.55,4.57,2.82,58.63767,0.9956236323851202
21174,1.53,Very Good,H,SI1,60.4,60.0,9332,7.39,7.44,4.48,246.31756800000002,0.993279569892473
40167,0.58,Very Good,G,SI2,63.3,58.0,1117,5.26,5.29,3.34,92.93683599999999,0.994328922495274
51164,0.71,Premium,F,SI1,58.5,59.0,2345,5.87,5.82,3.42,116.838828,1.0085910652920962
46620,0.51,Ideal,D,VS2,62.3,57.0,1787,5.09,5.12,3.18,82.873344,0.994140625
38364,0.4,Premium,H,VS1,61.3,59.0,1021,4.79,4.74,2.92,66.297432,1.010548523206751
10344,1.11,Very Good,E,SI2,62.0,58.0,4769,6.61,6.68,4.12,181.917776,0.9895209580838324
42779,0.48,Very Good,E,SI1,62.7,58.5,1349,4.99,5.01,3.14,78.499686,0.9960079840319362
40691,0.38,Very Good,E,VVS2,59.7,63.0,1157,4.71,4.73,2.82,62.824806,0.9957716701902748
26685,0.33,Ideal,E,SI2,61.7,55.0,427,4.44,4.47,2.75,54.578700000000005,0.993288590604027
8312,1.0,Premium,H,SI1,59.0,60.0,4389,6.52,6.56,3.86,165.09683199999998,0.9939024390243902
11625,1.01,Very Good,H,VS2,63.5,61.0,5050,6.32,6.24,3.99,157.35283200000003,1.0128205128205128
25945,1.51,Very Good,G,VVS2,62.6,59.0,15110,7.26,7.3,4.56,241.67087999999995,0.9945205479452055
33834,0.46,Very Good,D,SI2,62.0,60.0,844,4.89,4.92,3.04,73.138752,0.9939024390243902
50416,0.67,Good,D,SI1,63.8,57.0,2258,5.53,5.48,3.51,106.36844400000001,1.0091240875912408
6787,1.02,Premium,I,SI1,61.7,58.0,4113,6.48,6.45,3.99,166.76604000000003,1.0046511627906978
45448,0.52,Good,E,VS2,58.3,61.0,1673,5.26,5.31,3.08,86.026248,0.9905838041431262
48819,0.51,Good,G,VVS1,63.9,57.0,2027,5.08,5.06,3.24,83.283552,1.0039525691699607
51201,0.7,Ideal,I,VS2,61.6,56.0,2351,5.67,5.72,3.51,113.837724,0.9912587412587412
51344,0.75,Very Good,E,SI2,59.0,58.0,2363,5.95,5.99,3.52,125.45456000000001,0.993322203672788
19955,1.32,Ideal,I,VVS1,61.0,56.0,8501,7.09,7.07,4.32,216.54561600000002,1.0028288543140027
48790,0.55,Ideal,G,VVS2,62.0,57.0,2022,5.22,5.26,3.25,89.23589999999999,0.9923954372623575
1610,0.78,Very Good,G,VS2,61.3,60.0,3012,5.89,5.96,3.63,127.42897199999999,0.9882550335570469
19490,1.3,Ideal,H,VS2,62.8,56.0,8124,7.03,6.93,4.38,213.384402,1.0144300144300145
29184,0.3,Ideal,F,VVS2,62.5,56.0,694,4.28,4.33,2.69,49.85215600000001,0.9884526558891455
35201,0.46,Good,E,SI1,63.7,58.0,891,4.84,4.9,3.1,73.51960000000001,0.9877551020408162
23809,1.55,Ideal,I,VVS1,62.1,56.0,11869,7.36,7.43,4.59,251.003232,0.9905787348586811
31998,0.3,Premium,G,VS1,61.7,60.0,776,4.28,4.24,2.63,47.727136,1.009433962264151
34803,0.31,Ideal,D,VS1,62.1,57.0,877,4.35,4.32,2.69,50.55047999999999,1.0069444444444442
35757,0.33,Very Good,F,VVS1,62.0,56.0,912,4.43,4.46,2.75,54.33395,0.9932735426008968
12325,1.01,Very Good,E,SI1,59.9,59.0,5224,6.46,6.49,3.88,162.67055200000001,0.9953775038520801
46824,0.96,Fair,H,I1,67.4,62.0,1808,6.13,5.96,4.08,149.061984,1.028523489932886
46353,0.57,Ideal,F,SI1,61.9,56.0,1759,5.33,5.37,3.31,94.739151,0.9925512104283054
35717,0.3,Ideal,D,VS2,62.0,55.0,911,4.34,4.31,2.68,50.130472,1.0069605568445477
51601,0.7,Good,H,VS2,63.4,60.0,2394,5.59,5.61,3.55,111.32764499999999,0.9964349376114081
19640,1.3,Premium,F,SI1,61.1,53.0,8256,7.17,7.04,4.34,219.06931199999997,1.0184659090909092
16518,1.0,Premium,E,VS2,61.5,58.0,6600,6.39,6.42,3.94,161.63377199999996,0.9953271028037383
13009,1.21,Good,H,SI1,63.8,64.0,5407,6.72,6.63,4.26,189.79833599999998,1.0135746606334841
1815,0.61,Ideal,E,VVS2,60.8,56.0,3056,5.5,5.47,3.34,100.48389999999999,1.0054844606946984
25428,1.51,Premium,E,VS2,62.2,59.0,14171,7.31,7.36,4.56,245.33529599999997,0.9932065217391304
31994,0.3,Premium,F,VS2,62.8,58.0,776,4.28,4.25,2.68,48.74920000000001,1.0070588235294118
14595,1.06,Premium,H,VS2,62.0,58.0,5889,6.57,6.5,4.05,172.95524999999998,1.0107692307692309
47234,0.71,Very Good,I,VS2,63.4,56.0,1840,5.65,5.61,3.57,113.15650500000001,1.0071301247771836
44319,0.31,Premium,I,VS2,59.3,59.0,521,4.42,4.38,2.61,50.528556,1.0091324200913243
25186,1.51,Ideal,F,VS2,62.2,53.0,13771,7.35,7.31,4.56,245.00195999999997,1.0054719562243501
2124,0.76,Good,G,VS1,60.3,60.7,3121,5.86,5.9,3.55,122.73770000000002,0.9932203389830508
13713,0.37,Ideal,H,VS2,61.7,55.0,603,4.64,4.67,2.87,62.18945599999999,0.9935760171306209
31739,0.35,Premium,D,SI1,61.5,58.0,772,4.55,4.53,2.79,57.506085,1.0044150110375274
50845,0.62,Very Good,D,VS2,59.2,59.1,2311,5.55,5.6,3.3,102.564,0.9910714285714286
53505,0.71,Fair,G,VS1,65.5,55.0,2686,5.62,5.53,3.65,113.43689,1.0162748643761301
14200,1.0,Very Good,F,VS2,62.7,56.0,5759,6.29,6.34,3.96,157.919256,0.9921135646687698
18591,1.51,Premium,G,SI1,61.3,61.0,7585,7.41,7.34,4.52,245.84008799999998,1.0095367847411445
20445,1.51,Fair,G,SI2,65.5,55.0,8794,7.14,7.08,4.66,235.56859200000002,1.0084745762711864
17610,1.02,Ideal,F,VS1,60.7,56.0,7091,6.53,6.61,3.99,172.22156700000002,0.9878971255673222
40487,0.5,Fair,E,SI2,65.2,57.0,1141,4.96,4.91,3.22,78.418592,1.010183299389002
27956,0.27,Ideal,I,VS1,61.9,54.0,432,4.15,4.18,2.58,44.75526000000001,0.9928229665071772
51533,0.71,Ideal,G,SI1,62.4,56.0,2386,5.74,5.71,3.57,117.00817799999999,1.0052539404553416
32265,0.3,Ideal,H,IF,61.5,56.0,789,4.31,4.34,2.66,49.756364,0.9930875576036866
41956,0.23,Very Good,E,VVS2,62.6,59.0,505,3.93,3.96,2.47,38.440116,0.9924242424242424
33594,0.37,Premium,G,VS2,60.7,57.0,833,4.69,4.64,2.83,61.585328000000004,1.0107758620689657
48349,0.74,Premium,H,SI2,60.9,61.0,1962,5.84,5.75,3.53,118.53739999999999,1.0156521739130435
21448,1.11,Premium,F,VVS2,59.2,59.0,9548,6.82,6.79,4.03,186.62043400000002,1.004418262150221
47901,0.76,Good,I,SI1,64.1,59.0,1914,5.73,5.75,3.68,121.24680000000002,0.9965217391304348
40049,0.38,Ideal,E,VS2,61.7,55.0,1112,4.68,4.66,2.88,62.80934399999999,1.004291845493562
30114,0.32,Ideal,G,VS2,61.8,55.0,720,4.42,4.41,2.73,53.213706,1.002267573696145
4910,0.7,Very Good,E,VVS1,60.9,59.0,3724,5.67,5.81,3.5,115.29944999999998,0.9759036144578314
3725,0.36,Ideal,H,VS2,62.1,55.0,568,4.57,4.58,2.84,59.442904000000006,0.9978165938864629
45908,0.54,Premium,H,VS1,62.6,59.0,1720,5.22,5.19,3.26,88.319268,1.005780346820809
12742,1.01,Ideal,H,VS2,60.6,57.0,5317,6.54,6.49,3.95,167.65617,1.007704160246533
36748,0.33,Ideal,F,VVS1,61.9,56.0,955,4.42,4.47,2.75,54.33284999999999,0.9888143176733781
50653,0.31,Premium,H,VS1,62.4,58.0,544,4.32,4.36,2.71,51.04339200000001,0.9908256880733944
2674,0.71,Ideal,E,VS1,62.7,57.0,3238,5.66,5.69,3.56,114.65122400000001,0.9947275922671353
42007,0.59,Ideal,F,SI2,61.8,55.0,1265,5.41,5.44,3.35,98.59184,0.994485294117647
9422,1.01,Very Good,D,SI2,60.3,57.0,4588,6.51,6.56,3.94,168.26006399999997,0.9923780487804879
4555,0.81,Very Good,E,SI1,61.9,60.0,3643,5.87,5.95,3.66,127.83099000000001,0.9865546218487394
6014,0.88,Ideal,D,SI2,62.2,56.0,3962,6.12,6.16,3.82,144.01094400000002,0.9935064935064934
28448,0.31,Ideal,H,VVS1,60.9,56.0,671,4.4,4.42,2.69,52.31512,0.9954751131221721
19611,1.57,Ideal,I,SI2,62.6,58.0,8228,7.38,7.41,4.63,253.195254,0.9959514170040485
38523,0.34,Ideal,E,VS1,60.8,57.0,1033,4.53,4.49,2.74,55.73077800000001,1.0089086859688197
41265,0.31,Ideal,H,VS2,62.1,53.8,502,4.33,4.37,2.7,51.089670000000005,0.9908466819221968
18447,1.0,Very Good,F,VS1,61.6,56.0,7504,6.41,6.44,3.96,163.470384,0.9953416149068323
27559,2.07,Premium,I,VS2,61.2,58.0,18359,8.2,8.18,5.01,336.05075999999997,1.002444987775061
3167,0.75,Ideal,F,SI1,61.5,55.0,3336,5.88,5.9,3.62,125.58504,0.9966101694915254
39549,0.32,Ideal,G,VVS1,61.1,57.0,1080,4.43,4.41,2.7,52.74801000000001,1.00453514739229
32782,0.37,Premium,D,VS1,60.2,60.0,803,4.63,4.68,2.8,60.671519999999994,0.9893162393162394
1658,0.85,Ideal,G,SI1,61.6,55.0,3023,6.09,6.11,3.76,139.909224,0.9967266775777414
52849,0.7,Fair,G,VS2,66.5,57.0,2575,5.4,5.46,3.61,106.43724,0.989010989010989
19104,1.22,Ideal,H,SI1,61.9,55.0,7870,6.82,6.87,4.24,198.65841600000002,0.992721979621543
40335,0.4,Very Good,D,VVS2,62.0,61.0,1128,4.7,4.72,2.92,64.77728,0.9957627118644069
37052,0.4,Very Good,H,VVS1,63.9,57.0,968,4.62,4.68,2.97,64.21615200000001,0.9871794871794872
52153,0.7,Very Good,F,VS2,62.4,56.0,2473,5.63,5.66,3.52,112.167616,0.9946996466431095
23109,1.1,Ideal,D,VVS2,62.0,57.0,11132,6.57,6.62,4.09,177.888006,0.9924471299093656
16816,1.1,Very Good,F,VS2,62.0,59.0,6708,6.56,6.6,4.08,176.64767999999998,0.9939393939393939
27371,0.28,Ideal,E,VVS1,62.0,56.0,646,4.19,4.23,2.61,46.258857000000006,0.9905437352245863
16254,1.01,Very Good,E,SI1,63.4,55.0,6501,6.38,6.42,4.06,166.295976,0.9937694704049844
38102,0.36,Ideal,E,VS2,61.1,56.0,1013,4.63,4.6,2.82,60.06035999999999,1.0065217391304349
31619,0.23,Very Good,E,VS2,62.5,59.0,373,3.91,3.96,2.46,38.089656000000005,0.9873737373737375
27895,0.32,Ideal,I,IF,61.7,55.0,655,4.4,4.42,2.72,52.89856,0.9954751131221721
9678,1.52,Fair,H,I1,65.4,62.0,4648,7.1,7.02,4.62,230.27003999999997,1.0113960113960114
19239,1.01,Very Good,G,IF,63.0,60.0,7974,6.31,6.35,3.99,159.873315,0.9937007874015747
52321,0.5,Very Good,E,VVS1,60.1,56.0,2495,5.16,5.19,3.11,83.28704400000001,0.9942196531791907
33787,0.4,Premium,F,VS2,62.1,58.0,842,4.71,4.76,2.94,65.913624,0.9894957983193278
36984,0.24,Ideal,F,VVS1,61.1,56.0,963,4.01,4.05,2.47,40.114034999999994,0.9901234567901235
35204,0.44,Very Good,J,VS1,63.1,57.0,891,4.87,4.83,3.06,71.977626,1.0082815734989647
36361,0.41,Ideal,G,VVS2,62.2,54.0,939,4.75,4.8,2.97,67.71600000000001,0.9895833333333334
9777,0.91,Premium,D,SI1,59.0,61.0,4663,6.35,6.29,3.73,148.98179499999998,1.0095389507154213
3561,1.01,Premium,H,SI1,59.2,58.0,3417,6.58,6.56,3.89,167.911072,1.003048780487805
48341,0.71,Good,G,SI2,63.8,56.0,1960,5.65,5.6,3.59,113.5876,1.0089285714285716
45244,0.53,Ideal,E,VS2,61.7,58.0,1659,5.16,5.27,3.22,87.56210399999999,0.9791271347248578
3857,0.72,Ideal,G,VS1,61.7,56.0,3478,5.75,5.78,3.56,118.3166,0.9948096885813148
4891,0.71,Premium,D,VS1,59.2,59.0,3718,5.9,5.85,3.48,120.1122,1.0085470085470087
28825,0.41,Premium,H,SI1,61.7,60.0,683,4.71,4.75,2.92,65.3277,0.991578947368421
45844,0.5,Good,G,VVS2,63.9,58.0,1715,5.0,5.05,3.21,81.0525,0.9900990099009901
51606,0.7,Premium,I,VS1,62.4,59.0,2394,5.64,5.55,3.49,109.24398,1.0162162162162163
5317,0.9,Ideal,I,VS2,61.3,56.0,3805,6.24,6.2,3.81,147.40128,1.0064516129032257
25895,1.82,Very Good,G,SI1,62.7,58.0,15025,7.68,7.75,4.84,288.0768,0.9909677419354839
37310,0.31,Ideal,F,IF,62.1,55.0,979,4.34,4.35,2.7,50.973299999999995,0.9977011494252874
13708,1.07,Ideal,E,SI2,61.5,56.0,5602,6.58,6.61,4.06,176.584828,0.9954614220877458
30625,0.28,Ideal,I,VS1,61.8,55.0,448,4.2,4.25,2.61,46.5885,0.9882352941176471
4831,0.85,Very Good,F,VS2,62.2,56.0,3705,6.01,6.08,3.76,137.393408,0.9884868421052632
46817,0.71,Premium,G,SI2,59.9,59.0,1808,5.82,5.79,3.48,117.268344,1.005181347150259
33593,0.37,Premium,G,VS2,60.1,59.0,833,4.68,4.64,2.8,60.802559999999986,1.0086206896551724
3910,0.8,Premium,E,VS2,63.0,56.0,3494,5.91,5.84,3.7,127.70328,1.0119863013698631
47119,0.62,Ideal,H,VS1,61.8,54.0,1828,5.5,5.53,3.41,103.71515000000001,0.9945750452079566
48451,0.55,Very Good,D,VS2,58.5,58.4,1975,5.39,5.42,3.16,92.315608,0.9944649446494465
29152,0.41,Very Good,I,SI2,63.5,57.0,692,4.72,4.7,2.99,66.33016,1.004255319148936
39809,0.54,Premium,F,SI2,61.8,61.0,1097,5.28,5.18,3.23,88.341792,1.0193050193050195
34742,0.37,Ideal,F,VVS2,60.5,60.0,876,4.65,4.67,2.82,61.23771,0.9957173447537474
10643,0.93,Premium,G,VS2,62.2,59.0,4834,6.21,6.26,3.88,150.833448,0.9920127795527157
9348,1.02,Very Good,D,SI2,58.6,63.0,4583,6.56,6.54,3.84,164.745216,1.003058103975535
44190,0.51,Very Good,D,SI1,61.0,60.0,1569,5.15,5.18,3.15,84.03255,0.9942084942084943
37681,0.42,Ideal,H,VS2,62.5,57.0,992,4.81,4.76,2.99,68.457844,1.0105042016806722
35188,0.31,Ideal,G,IF,61.3,57.0,891,4.39,4.42,2.7,52.39026,0.9932126696832578
37970,0.41,Ideal,F,VS1,62.7,55.0,1007,4.74,4.77,2.98,67.377204,0.9937106918238995
47484,0.6,Good,E,SI1,62.7,60.1,1863,5.31,5.36,3.35,95.34636,0.9906716417910446
22918,1.5,Very Good,H,VS2,62.8,57.0,10959,7.25,7.3,4.57,241.86725,0.9931506849315068
47017,0.56,Ideal,E,VS2,61.7,54.0,1819,5.28,5.35,3.28,92.65344,0.9869158878504674
18289,1.01,Ideal,E,VS1,61.6,57.0,7430,6.41,6.45,3.96,163.72422,0.993798449612403
10289,1.03,Ideal,E,SI2,62.3,56.0,4758,6.44,6.52,4.04,169.634752,0.9877300613496933
45505,0.61,Ideal,F,SI1,61.4,56.0,1681,5.46,5.42,3.34,98.84128799999999,1.007380073800738
40881,0.57,Very Good,I,SI1,63.3,56.0,1176,5.29,5.27,3.34,93.11352199999999,1.0037950664136623
9895,1.01,Ideal,I,VS2,59.9,61.0,4685,6.49,6.53,3.9,165.28083,0.9938744257274119
51612,0.7,Ideal,F,SI2,65.0,53.0,2394,5.61,5.56,3.63,113.225508,1.0089928057553958
18333,1.31,Premium,H,VS2,62.5,58.0,7459,6.97,6.94,4.35,210.41733,1.0043227665706052
26528,1.52,Premium,E,VS1,60.1,59.0,16187,7.49,7.45,4.49,250.54424500000002,1.0053691275167784
51058,0.71,Ideal,F,SI2,59.3,57.0,2331,5.86,5.81,3.46,117.80123599999999,1.0086058519793462
51415,0.77,Good,E,SI2,58.1,63.0,2371,6.02,6.06,3.5,127.68419999999998,0.9933993399339934
17397,0.32,Ideal,D,SI2,62.6,56.0,612,4.4,4.38,2.75,52.998000000000005,1.0045662100456623
15095,1.01,Good,D,VS2,64.2,60.0,6066,6.32,6.35,4.07,163.33724,0.9952755905511812
24052,0.3,Very Good,G,VVS1,62.8,55.0,635,4.28,4.31,2.7,49.806360000000005,0.9930394431554526
49937,0.58,Good,E,VS1,58.6,64.0,2185,5.4,5.46,3.18,93.75912000000001,0.989010989010989
7571,0.91,Very Good,D,SI1,59.3,58.0,4253,6.33,6.38,3.77,152.25295799999998,0.9921630094043887
43912,0.35,Premium,I,SI2,60.9,58.0,512,4.56,4.53,2.77,57.219336,1.0066225165562912
29245,0.34,Ideal,E,VS2,61.8,57.0,696,4.48,4.52,2.78,56.293887999999995,0.9911504424778763
14728,0.3,Ideal,H,VVS2,61.6,55.0,605,4.3,4.34,2.66,49.64092,0.9907834101382489
52919,0.71,Very Good,E,SI1,59.3,59.0,2590,5.83,5.87,3.47,118.750687,0.9931856899488927
5372,0.3,Ideal,D,SI2,63.0,55.0,574,4.26,4.25,2.68,48.52140000000001,1.0023529411764704
39714,0.41,Fair,D,VVS2,64.5,57.0,1089,4.68,4.65,3.01,65.50362,1.0064516129032257
9608,1.02,Premium,G,SI1,62.3,59.0,4633,6.4,6.44,4.0,164.86400000000003,0.9937888198757764
22683,0.4,Ideal,E,SI2,61.9,58.0,629,4.71,4.73,2.92,65.052636,0.9957716701902748
29443,0.38,Very Good,D,SI1,61.3,57.0,701,4.67,4.7,2.87,62.99363000000001,0.9936170212765957
30161,0.4,Good,D,SI1,63.3,57.0,720,4.68,4.71,2.97,65.467116,0.9936305732484076
2621,0.74,Very Good,F,VS1,61.7,57.0,3226,5.79,5.85,3.59,121.59868499999999,0.9897435897435898
41687,0.5,Ideal,E,SI2,61.4,57.0,1240,5.14,5.09,3.14,82.150564,1.0098231827111983
4488,0.71,Very Good,F,VVS1,62.7,58.0,3626,5.67,5.72,3.57,115.783668,0.9912587412587412
11802,1.1,Premium,D,SI2,61.5,60.0,5088,6.64,6.58,4.06,177.38627199999996,1.0091185410334347
17379,0.34,Ideal,E,SI2,62.4,57.0,612,4.5,4.47,2.8,56.32199999999999,1.0067114093959733
44054,0.55,Ideal,J,VS1,62.3,56.0,1550,5.26,5.24,3.27,90.129048,1.0038167938931297
24376,0.34,Ideal,E,SI1,61.2,57.0,637,4.48,4.51,2.75,55.56320000000001,0.993348115299335
22563,1.29,Ideal,G,VVS2,62.4,57.0,10614,6.94,6.97,4.34,209.93361199999998,0.9956958393113344
7389,0.33,Very Good,I,VVS2,62.1,56.0,579,4.41,4.45,2.75,53.967375000000004,0.9910112359550561
51920,0.7,Very Good,F,VS2,60.5,58.0,2437,5.78,5.83,3.51,118.277874,0.9914236706689538
13277,1.09,Ideal,I,SI1,61.9,55.0,5486,6.66,6.62,4.11,181.206612,1.0060422960725075
28695,0.43,Ideal,J,VS1,62.1,55.0,679,4.84,4.86,3.01,70.802424,0.9958847736625513
9280,0.9,Very Good,G,VVS2,63.0,58.0,4565,6.07,6.15,3.85,143.72242500000002,0.9869918699186991
33801,0.4,Very Good,F,VS2,62.9,57.0,842,4.69,4.72,2.96,65.524928,0.9936440677966103
9465,1.01,Fair,E,SI2,57.1,59.0,4600,6.65,6.69,3.81,169.50118500000002,0.9940209267563528
2465,0.71,Ideal,E,VS2,62.1,57.0,3191,5.71,5.75,3.56,116.88370000000002,0.9930434782608696
9973,1.0,Very Good,H,SI1,62.7,59.0,4702,6.3,6.37,3.97,159.32007000000002,0.9890109890109889
45728,0.55,Premium,D,SI1,60.5,60.0,1698,5.3,5.27,3.2,89.3792,1.0056925996204935
44494,0.52,Ideal,H,VS1,62.0,56.0,1598,5.14,5.2,3.21,85.79687999999999,0.9884615384615384
42240,0.54,Very Good,G,SI1,60.3,57.0,1292,5.24,5.4,3.21,90.83016,0.9703703703703703
51274,0.55,Ideal,F,VVS1,62.1,56.0,2359,5.25,5.28,3.27,90.6444,0.9943181818181818
6514,0.9,Ideal,H,VS1,61.2,57.0,4064,6.28,6.24,3.83,150.08697600000002,1.0064102564102564
52553,0.58,Premium,E,VS2,61.5,58.0,2535,5.41,5.38,3.32,96.631256,1.0055762081784387
590,0.82,Very Good,H,SI1,60.7,56.0,2836,6.04,6.06,3.67,134.330808,0.9966996699669968
13144,1.33,Premium,H,SI2,61.0,59.0,5437,7.1,7.06,4.32,216.54432,1.0056657223796035
8853,1.01,Good,E,SI1,59.3,64.0,4480,6.49,6.47,3.84,161.242752,1.0030911901081918
